title,difficulty,sport,length,time,climb,minmax,technique,fitness,ID
['Ballwil – Horben - Hitzkirch'],['medium'],['Hiking'],16.89km,04:37h,339hm,470 - 857m,rating-,rating-3,254349
['Wetterfrosch-Wanderweg gross'],['easy'],['Thematic route'],5.81km,01:42h,186hm,610 - 796m,rating-,rating-2,158682
['Bike-Tour auf dem Weg der Schweiz'],['medium'],['Mountainbike'],17.27km,01:56h,445hm,433 - 554m,rating-2,rating-3,98964
['Luthertaler Sagenweg'],['medium'],['Thematic route'],6.36km,01:50h,148hm,675 - 822m,rating-,rating-3,266685
['Höhenweg Maderanertal'],['medium'],['Hiking'],15.23km,05:48h,693hm,"830 - 2,031m",rating-3,rating-3,107857
['Himmlische Pfade: Stadt Zug - Beromünster'],['difficult'],['Pilgrimage'],41.89km,11:30h,856hm,384 - 865m,rating-,rating-6,156890
['Illgau - Rundweg Oberberg'],['easy'],['Winter hiking'],2.5km,00:50h,104hm,"1,150 - 1,255m",rating-,rating-2,162061
['Gitschital Bike - 404 SchweizMobil'],['medium'],['Mountainbike'],20.74km,03:00h,860hm,"434 - 1,301m",rating-3,rating-3,129990
['Oberalppass – Disentis'],['difficult'],['Mountainbike'],30.53km,04:00h,940hm,"1,130 - 2,151m",rating-,rating-5,90792
['Rundwanderung Euthal - Wildegg - Chli Aubrig'],['medium'],['Hiking'],11.6km,04:25h,786hm,"903 - 1,641m",rating-3,rating-4,777851
"['Velotour ""Rund um die Horwer Halbinsel""']",['easy'],['Racing'],15.63km,02:00h,49hm,435 - 471m,rating-1,rating-2,196107
['Von Kerns aufs Stanserhorn'],[],['Hiking'],27.1km,04:30h,"1,387hm","562 - 1,822m",rating-4,rating-3,7686
"['Cable car to Rigi Kaltbad, walk the Panorama Trail, boat to Beckenried']",['easy'],['Hiking'],12.44km,04:30h,166hm,"435 - 1,589m",rating-2,rating-2,159636
['4-Seen Wanderung'],['difficult'],['Hiking'],24.82km,08:32h,"1,377hm","997 - 2,209m",rating-2,rating-5,202600
['Willisau - Menzberg'],['medium'],['Hiking'],13.69km,04:00h,723hm,"554 - 1,089m",rating-,rating-4,203805
['Köhlerweg Romoos'],['medium'],['Thematic route'],10.96km,04:00h,799hm,"792 - 1,157m",rating-,rating-3,219488
['Chäferliweg Illgau'],['easy'],['Thematic route'],2.75km,00:50h,10hm,"811 - 1,179m",rating-,rating-1,158667
['Aussichtsreiche Wanderung über den Heitersberg'],[],['Hiking'],19.99km,05:35h,463hm,381 - 788m,rating-,rating-0,925507
['Luzerner Weg: Luzern - Werthenstein'],['medium'],['Hiking'],18.85km,05:15h,408hm,434 - 638m,rating-,rating-3,156752
['Alpenkranz 36. Etappe: Arni - Riedboden- Sunniggrathütte'],['medium'],['long-distance walking trail'],3.85km,01:55h,669hm,"1,370 - 2,038m",rating-2,rating-3,245412
['Tessiner Anschlussweg zur Via Jakobi: Andermatt - Amsteg'],['medium'],['Pilgrimage'],21.02km,06:03h,152hm,"519 - 1,440m",rating-,rating-4,525405
['Höhenweg Maderanertal'],['medium'],['Hiking'],15.23km,05:48h,693hm,"830 - 2,031m",rating-3,rating-3,107857
['Gnipen - ab Goldau - Rundwanderung'],['medium'],['Hiking'],10.96km,03:46h,"1,039hm","503 - 1,536m",rating-3,rating-5,931468
"['Via Urschweiz, 1. Etappe']",['medium'],['Hiking'],10.51km,03:04h,345hm,434 - 775m,rating-2,rating-3,198401
['Alpkäse-Trail Etappe Untertrübsee/Gerschnialp'],['easy'],['Thematic route'],8.46km,02:35h,412hm,"997 - 1,279m",rating-,rating-2,329545
['Choltal Biketour auf Klewenalp'],['difficult'],['Mountainbike'],12.36km,02:01h,616hm,"755 - 1,371m",rating-5,rating-3,452370
['Clariden Höhenweg'],['medium'],['Hiking'],11.09km,03:36h,543hm,"1,947 - 2,150m",rating-4,rating-4,64281
['Urner Haute Route'],[],['Ski tour'],45.18km,13:02h,"5,273hm","1,079 - 3,479m",rating-,rating-0,504068
['Erstfeldertal: Bodenberg - Chüeplangg - Kröntenhütte'],['medium'],['Hiking'],5.61km,02:29h,907hm,"1,002 - 1,909m",rating-,rating-3,108705
['Moorlandschaftspfad: Habkern / Sörenberg'],['medium'],['Hiking'],16.76km,05:30h,640hm,"974 - 1,594m",rating-1,rating-3,132225
['Rigi Burggeist - Vitznaueralpen Rundweg'],['medium'],['Hiking'],5.29km,01:43h,226hm,"1,372 - 1,598m",rating-,rating-3,532500
['Rundwanderung auf das Mittaggüpfi'],['easy'],['Hiking'],11.12km,04:10h,771hm,"1,145 - 1,911m",rating-1,rating-2,995264
['Vita Parcours Oberiberg mit Wellnessoasen'],['medium'],['Running'],1.43km,00:14h,32hm,"1,089 - 1,121m",rating-1,rating-3,234452
['Aussichtsreiche Wanderung über den Heitersberg'],[],['Hiking'],19.99km,05:35h,463hm,381 - 788m,rating-,rating-0,925507
['Hochwanderung vom Urnerboden zum Klausenpass'],['medium'],['Hiking'],10.2km,03:35h,358hm,"1,818 - 2,138m",rating-4,rating-2,65592
['Sagenhafte Wanderung im Antlitz der Schrattenfluh'],['medium'],['Hiking'],8.23km,02:30h,250hm,"975 - 1,469m",rating-4,rating-2,162929
['Sattelegg - Chli Aubrig'],['medium'],['Hiking'],9.48km,03:20h,462hm,"1,180 - 1,641m",rating-3,rating-4,300808
['Kulinarische Wanderung auf der Klewenalp'],['easy'],['Hiking'],9.48km,03:04h,297hm,"1,154 - 1,772m",rating-,rating-2,656515
['Mittaggüpfi Pilatus'],['medium'],['Hiking'],11.16km,04:05h,766hm,"1,145 - 1,911m",rating-2,rating-4,257148
['Höhenroute Langis-Pilatus'],['difficult'],['Hiking'],22.25km,07:59h,"1,371hm","1,180 - 2,067m",rating-,rating-5,318785
['Spaziergang Kerns - Flüeli-Ranft'],['easy'],['Hiking'],3.68km,01:08h,213hm,561 - 728m,rating-1,rating-2,554929
['Naturkundlicher Höhenweg Isenthal Route 3'],['difficult'],['Hiking'],8.65km,04:00h,"1,287hm","1,691 - 2,926m",rating-4,rating-5,943084
"['Erlebnisweg ""Lea und Ben bei den Mutterkühen"" - 1. Mai bis 31. Oktober 2021 in Meierskappel']",['easy'],['Thematic route'],4.1km,01:12h,81hm,437 - 504m,rating-2,rating-2,1022019
['BUIRÄBÄHNLI SAFARI Etappe 3'],['medium'],['Hiking'],11.73km,04:00h,449hm,"999 - 1,952m",rating-2,rating-4,132285
['Freiämterweg'],['medium'],['Hiking'],117.6km,31:38h,"1,681hm",369 - 855m,rating-2,rating-4,157632
['Wellnesstour im Zurzibiet'],['difficult'],['Cycling'],68.29km,04:00h,368hm,314 - 520m,rating-2,rating-5,120821
['Göscheneralp-Göschenen'],['medium'],['Hiking'],9.17km,02:35h,-,"1,106 - 1,786m",rating-3,rating-3,251866
['Panoramaweg Rigidalalp'],['medium'],['Winter hiking'],3.09km,01:03h,265hm,"1,597 - 1,860m",rating-,rating-4,285672
['Etzeltour'],['medium'],['Mountainbike'],22.47km,02:30h,588hm,"832 - 1,169m",rating-3,rating-3,171498
['Rundwanderung Gersau - Ausserurmi- Märis-Bänkli - Gersau'],['medium'],['Hiking'],9.97km,03:34h,636hm,"435 - 1,071m",rating-2,rating-3,613199
['Schleifenroute Schweiz / Arth-Goldau - Einsiedeln (Etappe 7)'],[],['Cycling'],21.69km,05:50h,583hm,"503 - 1,049m",rating-,rating-0,723906
['ViaSuworow'],['difficult'],['Hiking'],14.34km,05:33h,560hm,"626 - 2,073m",rating-4,rating-5,162075
['Auen- und Rebenlandschaften'],['medium'],['Cycling'],36.04km,02:30h,398hm,348 - 698m,rating-2,rating-3,120845
['Schützenried-Rundweg (Schweiz Mobil Route 560)'],['medium'],['Winter hiking'],14.11km,03:30h,76hm,888 - 959m,rating-2,rating-4,928879
['2 Tages Tour Chaiserstock'],['difficult'],['Hiking'],27.73km,12:53h,"2,185hm","608 - 2,514m",rating-5,rating-6,362634
['Rundtour Nebikon - Santeberg'],['easy'],['Hiking'],9.31km,02:30h,306hm,483 - 700m,rating-,rating-2,601915
['Schleifenroute CH / Aarau - Schinznach-Bad / Wanderung 6'],[],['Hiking'],15.2km,03:50h,8hm,346 - 388m,rating-,rating-0,62441
['Fricktaler Höhenweg (3): Wegenstetten - Frick'],['medium'],['Hiking'],12.46km,03:35h,320hm,354 - 749m,rating-2,rating-3,120833
['Engelberg-Fürenalp Talstation'],['easy'],['Winter hiking'],4.79km,01:15h,82hm,"1,000 - 1,081m",rating-,rating-2,285674
['Alpenkranz 27. Etappe: Dammahütte - Vorderröti - Chelenalphütte'],['medium'],['long-distance walking trail'],7.18km,03:00h,551hm,"1,799 - 2,434m",rating-3,rating-3,232763
['Über den Homberg – den Aussichtspunkt im Aargauer Mittelland'],[],['Hiking'],18.76km,05:25h,477hm,414 - 787m,rating-,rating-0,925509
['Himmlische Pfade: Engelberg - Bann Alp'],['difficult'],['Hiking'],14.11km,05:35h,"1,260hm","1,016 - 1,949m",rating-2,rating-5,156899
['WanderWunder Schwyz: Rigi Hinter Dosse'],['medium'],['Hiking'],6.66km,02:30h,356hm,"1,431 - 1,685m",rating-3,rating-3,368234
['Auf den Familienberg'],['easy'],['Hiking'],8.53km,03:00h,502hm,"1,143 - 1,562m",rating-1,rating-2,974658
['Zell - Ufhusen - Huttwil'],['medium'],['Hiking'],11.43km,03:30h,361hm,584 - 740m,rating-,rating-3,583245
['Etappe 08 Via Glaralpina - Gämsfairen - von der Wanderratte zum Gletscherfloh'],['difficult'],['Hiking'],10km,05:30h,"1,510hm","1,355 - 2,847m",rating-5,rating-5,336242
['Stoos - Fronalpstock'],['difficult'],['Snowshoe'],3.11km,01:50h,592hm,"1,315 - 1,907m",rating-3,rating-5,90022
['Gersauer/Vitznauer Stock'],['difficult'],['Hiking'],13.26km,05:04h,"1,050hm","435 - 1,441m",rating-4,rating-5,767102
['Steinboden – Fuederegg –  Seebli'],['medium'],['Winter hiking'],2.29km,01:00h,48hm,"1,431 - 1,491m",rating-3,rating-3,95912
['Bartgeier auf Melchsee-Frutt'],['easy'],['Hiking'],13.08km,03:35h,249hm,"1,894 - 2,054m",rating-1,rating-2,257147
['Mittelland-Route für Familien: Aarau-Murten'],['medium'],['Cycling'],122.72km,08:36h,180hm,364 - 503m,rating-,rating-3,665014
['Von Dammahütte via Lochberglücke nach Albert-Heim-Hütte'],['difficult'],['long-distance walking trail'],10.1km,05:30h,"1,125hm","1,925 - 2,813m",rating-3,rating-4,618994
['Freiämter Kinderweg Benzenschwil'],[],['Thematic route'],2.2km,00:35h,29hm,435 - 464m,rating-,rating-0,294702
['Moorlandschaftspfad UNESCO Biosphäre Entlebuch'],['difficult'],['long-distance walking trail'],79.17km,27:15h,"4,054hm","882 - 1,806m",rating-4,rating-5,157654
['Dreipässefahrt: Susten - Grimsel - Furka'],['difficult'],['Racing'],119.47km,07:20h,"3,561hm","626 - 2,436m",rating-2,rating-5,260864
['Seerundgang Göscheneralp'],['medium'],['Hiking'],8.2km,02:55h,421hm,"1,785 - 2,052m",rating-3,rating-4,251896
['Gotthard Bike: Etappe 1 Andermatt - Airolo'],['medium'],['Mountainbike'],30.2km,03:40h,882hm,"1,116 - 2,235m",rating-2,rating-4,309971
['Freiämterweg: Othmarsingen - Widen'],['difficult'],['Hiking'],29.07km,08:00h,485hm,353 - 561m,rating-2,rating-6,120937
['Touring-Route 3: Historische Hauptorte'],[],['Hiking'],244.82km,03:28h,"3,648hm","415 - 1,947m",rating-,rating-0,257174
['Rundtour Nebikon - Santeberg'],['easy'],['Hiking'],9.31km,02:30h,306hm,483 - 700m,rating-,rating-2,601915
['Wurzelweg durch den Chäswald'],['medium'],['Hiking'],8.88km,03:00h,430hm,"1,068 - 1,481m",rating-3,rating-4,179744
['Bachsertal - Glatt'],['medium'],['Cycling'],45.16km,03:00h,221hm,335 - 517m,rating-2,rating-4,117066
['Freiämterweg: Bremgarten - Othmarsingen'],['difficult'],['Hiking'],21.75km,05:30h,326hm,370 - 589m,rating-2,rating-5,120935
['Naturlehrpfad Lungern'],[],['Thematic route'],2.7km,00:56h,171hm,714 - 853m,rating-,rating-0,312298
['Rund um den Arnisee'],['easy'],['Hiking'],1.32km,00:30h,16hm,"1,366 - 1,383m",rating-1,rating-1,453521
['Gelfingen - Horben - Baldegg'],['easy'],['Hiking'],15.37km,04:24h,419hm,466 - 858m,rating-,rating-2,254354
['Hoch-Ybrig – Rundtour zum Seeblisee'],['medium'],['Winter hiking'],4.59km,01:20h,81hm,"1,432 - 1,488m",rating-2,rating-3,928883
['Vier-Seen-Wanderung'],['medium'],['Hiking'],19.6km,06:30h,"1,567hm","1,001 - 2,312m",rating-3,rating-3,6738
['Skulpturenweg'],['easy'],['Thematic route'],2.33km,00:45h,112hm,628 - 748m,rating-,rating-2,120893
['E-Bike Genuss-Tour Rund um den Zugersee'],['medium'],['Cycling'],68.49km,04:55h,353hm,414 - 556m,rating-,rating-3,828356
['WanderWunder Schwyz: Goldauer Bergsturzspur'],['medium'],['Hiking'],8.62km,03:16h,622hm,"504 - 1,048m",rating-3,rating-4,541493
['Karin Thürig Rundfahrt'],['easy'],['Cycling'],11.57km,01:30h,232hm,469 - 638m,rating-2,rating-2,130928
['Moor-Rundweg Rossweid-Salwiden'],['easy'],['Hiking'],9.96km,02:59h,288hm,"1,347 - 1,636m",rating-2,rating-2,254327
['Sihlseeli'],['medium'],['Hiking'],15.77km,05:30h,981hm,"922 - 1,897m",rating-,rating-4,254799
['WanderWunder Schwyz: Goldauer Bergsturzspur'],['medium'],['Hiking'],8.62km,03:16h,622hm,"504 - 1,048m",rating-3,rating-4,541493
['Etappe: Brunnen - Rigi-Scheidegg | Schwyzer Tal- & Gipfeltour'],['medium'],['Hiking'],13.98km,05:45h,"1,428hm","434 - 1,656m",rating-2,rating-4,81697
"['Auenpark, Biobad und Schloss Wildegg']",['easy'],['Hiking'],12.29km,03:05h,82hm,350 - 427m,rating-,rating-2,476514
['1x Meringue und zurück'],['medium'],['Cycling'],69.18km,05:27h,962hm,"687 - 1,317m",rating-3,rating-4,254788
['Marbachegg - Bumbach - Marbach'],['medium'],['Hiking'],14.32km,04:02h,184hm,"856 - 1,468m",rating-2,rating-3,208232
['Gipfelrundweg'],['medium'],['Hiking'],6.85km,02:20h,488hm,"1,148 - 1,557m",rating-3,rating-4,599040
['Luthertaler Sagenweg'],['medium'],['Thematic route'],6.36km,01:50h,148hm,675 - 822m,rating-,rating-3,266685
['Clariden Höhenweg'],['medium'],['Hiking'],11.09km,03:36h,543hm,"1,947 - 2,150m",rating-4,rating-4,64281
['Genusstour am Hochrhein'],['medium'],['Cycling'],37.71km,02:30h,54hm,300 - 351m,rating-2,rating-3,117068
['ViaSuworow'],['difficult'],['Hiking'],14.34km,05:33h,560hm,"626 - 2,073m",rating-4,rating-5,162075
['Kräuterlehrpfad'],['medium'],['Thematic route'],8.2km,02:30h,227hm,"1,436 - 1,594m",rating-2,rating-3,260873
['Mittelpunkt Aargau'],['easy'],['Hiking'],11.18km,03:10h,250hm,354 - 647m,rating-2,rating-2,276181
['Vitznauer-/Gersauerstock'],['difficult'],['Hiking'],5.39km,02:39h,615hm,"857 - 1,445m",rating-6,rating-6,463033
['Gottardo Bike - Full itinerary (3 stages)'],['difficult'],['Mountainbike'],116km,14:26h,"3,443hm","291 - 2,376m",rating-,rating-6,455699
['Moorbäerpfad Langis'],['easy'],['Thematic route'],5.82km,01:35h,100hm,"1,408 - 1,475m",rating-1,rating-2,312297
['Zyberliland Romoos - der abenteuerliche Bärgmandli-Themenweg'],['easy'],['Thematic route'],5.6km,01:42h,210hm,789 - 999m,rating-1,rating-1,219457
['Himmlische Pfade: Stadt Zug - Beromünster'],['difficult'],['Pilgrimage'],41.89km,11:30h,856hm,384 - 865m,rating-,rating-6,156890
['Baldegg – Schloss Heidegg – Gelfingen'],['easy'],['Hiking'],6.52km,01:49h,136hm,469 - 570m,rating-,rating-2,201195
['Schneeschuhtour auf dem Glaubenberg - ideal für Einsteiger'],['medium'],['Snowshoe'],12.69km,04:05h,532hm,"1,348 - 1,738m",rating-1,rating-3,1040632
['Laub'],[],['Ski-Freeride'],3.16km,00:09h,1hm,"1,255 - 2,449m",rating-,rating-0,283320
['Mehrtageswanderung von Pilatus Kulm über das Mittaggüpfi nach Sörenberg'],['difficult'],['Hiking'],43.12km,18:38h,"2,384hm","1,020 - 2,101m",rating-5,rating-5,260870
['Von Riemenstalden über Rophaien und Äbneter Stöckli'],['difficult'],['Hiking'],14.5km,06:00h,"1,350hm","1,000 - 2,087m",rating-4,rating-4,616548
['Bergbeizli-Weg mit Chäs(S)pass'],['easy'],['Thematic route'],4.34km,01:22h,139hm,"1,284 - 1,391m",rating-2,rating-1,158658
['Bergwanderung von Unterschächen zum Wäspen-Seeli'],['medium'],['Hiking'],12.02km,04:56h,"1,111hm","1,059 - 2,143m",rating-4,rating-4,59482
['Bike-Tour Schöllenen - Stöckli - Riental'],['difficult'],['Mountainbike'],25.54km,04:16h,"1,432hm","1,084 - 2,479m",rating-4,rating-4,99106
['Rigi'],['medium'],['Mountainbike'],26.3km,05:23h,"1,464hm","443 - 1,785m",rating-3,rating-4,69151
['Alpenkranz 6. Etappe: Lidernenhütte - Rossstock -  Biel'],['difficult'],['long-distance walking trail'],7.53km,03:20h,729hm,"1,720 - 2,456m",rating-5,rating-4,222339
['Urwaldweg Bödmeren'],['medium'],['Hiking'],10.22km,03:13h,313hm,"1,375 - 1,687m",rating-3,rating-3,453516
['WanderWunder Schwyz: Goldauer Bergsturzspur'],['medium'],['Hiking'],8.62km,03:16h,622hm,"504 - 1,048m",rating-3,rating-4,541493
['Geologische Wanderung Roggenstock'],['medium'],['Thematic route'],9.28km,03:15h,500hm,"1,069 - 1,568m",rating-2,rating-4,71124
['Bad Zurzach - Hördnli - Zurziberg - Tegerfelden'],['easy'],['Hiking'],7km,02:00h,182hm,339 - 520m,rating-2,rating-2,117053
"['Weg der Schweiz: Etappe 1, Brunnen (Rütli)–Seelisberg']",['medium'],['Hiking'],3.1km,01:13h,362hm,436 - 798m,rating-3,rating-3,658344
['Auf den Muotataler Hausberg'],['difficult'],['Hiking'],14.59km,06:19h,"1,575hm","626 - 2,330m",rating-4,rating-5,159057
['Durch den Ostergau'],['easy'],['Hiking'],12.69km,03:10h,363hm,549 - 699m,rating-2,rating-2,51216
['Wurzelweg durch den Chäswald'],['medium'],['Hiking'],8.88km,03:00h,430hm,"1,068 - 1,481m",rating-3,rating-4,179744
"['Bonistock Trail, Melchsee-Frutt']",['medium'],['Snowshoe'],9.04km,03:27h,272hm,"1,894 - 2,166m",rating-3,rating-3,257138
['Veloroute Baldeggersee'],['medium'],['Cycling'],48.22km,03:35h,604hm,406 - 859m,rating-2,rating-4,280172
['4-Seen Biketour «Express»'],['medium'],['Mountainbike'],43.01km,05:00h,"1,904hm","997 - 2,220m",rating-3,rating-0,222292
['Axporama und Klingnauer Stausee'],['easy'],['Hiking'],9.79km,02:30h,6hm,314 - 357m,rating-1,rating-2,120908
['Stans - Rotzschlucht - Ennetmoos'],['easy'],['Cycling'],16.89km,01:24h,149hm,435 - 545m,rating-2,rating-2,177010
"['Schlittelweg Nätschen-Andermatt, Anfahrt mit dem Zug']",['easy'],['Sledge'],4.4km,00:20h,9hm,"1,457 - 1,816m",rating-1,rating-1,93699
['Bike-Tour Bärchi'],['difficult'],['Mountainbike'],25.82km,03:19h,598hm,433 - 891m,rating-5,rating-4,98963
['Von Salbithütte via Salbitbrücke und Sustenjoch nach Voralphütte'],['difficult'],['long-distance walking trail'],15.1km,07:45h,"1,300hm","2,090 - 2,656m",rating-5,rating-5,618974
['Moorlehrpfad Fliesgaden'],['easy'],['Thematic route'],2.56km,00:50h,106hm,"1,436 - 1,541m",rating-1,rating-1,251892
['Stoos Nordic Walking gelb 1'],['medium'],['Nordic Walking'],10.2km,02:33h,368hm,"1,269 - 1,550m",rating-4,rating-3,265551
['Alpenkranz 32. Etappe: Sustenpass -Guferjoch- Sustlihütte'],['difficult'],['long-distance walking trail'],5.69km,04:00h,527hm,"2,171 - 2,560m",rating-5,rating-3,244029
['Drei-Pässe-Rundfahrt (Pragel-Sattelegg-Ibergeregg)'],['difficult'],['Racing'],121.94km,07:47h,"2,507hm","409 - 1,550m",rating-3,rating-6,176901
['Rundwanderung über Gibelstöcke und Seewlialp'],['medium'],['Hiking'],7.96km,03:08h,284hm,"596 - 1,813m",rating-2,rating-3,83624
['Rund um Stans'],['easy'],['Hiking'],7.28km,02:00h,154hm,444 - 596m,rating-1,rating-1,563545
['Vier-Seen-Wanderung'],['medium'],['Hiking'],19.6km,06:30h,"1,567hm","1,001 - 2,312m",rating-3,rating-3,6738
['Aaschlucht E-Biketour'],['difficult'],['Cycling'],10.25km,01:35h,466hm,"567 - 1,027m",rating-1,rating-5,167114
['Rund um den Belchen'],['medium'],['Hiking'],12.45km,03:30h,321hm,346 - 601m,rating-2,rating-3,117059
['Veloroute Baldeggersee'],['medium'],['Cycling'],48.22km,03:35h,604hm,406 - 859m,rating-2,rating-4,280172
['Halbtagestour Melchsee-Frutt - Bonistock - Bettenalp - Melchsee-Frutt'],[],['Hiking'],14km,02:30h,808hm,"1,744 - 2,147m",rating-3,rating-3,7629
['ViaSuworow'],['difficult'],['Hiking'],14.34km,05:33h,560hm,"626 - 2,073m",rating-4,rating-5,162075
['Schlittelweg Rotenflue - Rätigs'],['medium'],['Sledge'],4.46km,00:15h,2hm,"1,046 - 1,571m",rating-3,rating-3,984950
['Obwaldner Höhenweg: Etappe 2'],['difficult'],['Hiking'],18.68km,06:03h,"1,019hm","1,443 - 2,063m",rating-3,rating-5,257151
['4-Seen Biketour in Engelberg'],['medium'],['Mountainbike'],53.07km,06:30h,"1,422hm","445 - 2,207m",rating-3,rating-3,172179
['Höhenweg Hoch-Ybrig'],['easy'],['Hiking'],2.89km,01:00h,118hm,"1,663 - 1,825m",rating-2,rating-2,265538
['Chärwaldräuber'],['easy'],['Thematic route'],5.16km,01:22h,29hm,564 - 593m,rating-1,rating-1,313097
['Willisau - Menzberg - Ostergau'],['medium'],['Cycling'],27.02km,02:30h,601hm,"551 - 1,023m",rating-3,rating-3,129675
['Vitaparcours Alpnach'],[],['Running'],2.02km,00:19h,18hm,444 - 462m,rating-,rating-0,560205
['Fünf-Weiher Wanderung'],['easy'],['Hiking'],12.98km,03:22h,133hm,396 - 475m,rating-,rating-2,559127
['Geo-Wanderweg Küttigen'],['easy'],['Thematic route'],2.15km,00:45h,175hm,445 - 621m,rating-1,rating-1,311552
['E-Bike Genuss-Tour Rund um den Zugersee'],['medium'],['Cycling'],68.49km,04:55h,353hm,414 - 556m,rating-,rating-3,828356
['Aussichten und Alpenzeiger'],['difficult'],['Cycling'],92.06km,07:30h,"1,857hm",327 - 768m,rating-2,rating-6,120847
['Naturena Sinnespfad'],['easy'],['Thematic route'],2.85km,00:45h,46hm,390 - 435m,rating-1,rating-1,310603
['Bike-Tour 406: Urner Oberland-Bike'],['difficult'],['Mountainbike'],44.84km,05:29h,"1,151hm","521 - 1,440m",rating-1,rating-5,98899
['Vier-Seen-Wanderung'],['medium'],['Hiking'],14.52km,04:35h,518hm,"1,764 - 2,209m",rating-,rating-3,257153
['Weg der Visionen'],['easy'],['Thematic route'],3.4km,01:00h,6hm,487 - 730m,rating-1,rating-1,368309
['Chänzeli-Tour'],['medium'],['Thematic route'],8.33km,02:41h,390hm,353 - 512m,rating-3,rating-4,602803
['RadArena / St.Gotthard: Furka - Nufenen - Gotthard'],['difficult'],['Racing'],95.47km,07:20h,"3,041hm","1,133 - 2,479m",rating-,rating-6,159609
['Glatten (2504 m.ü.M.)'],['medium'],['Ski tour'],11.52km,04:15h,"1,100hm","1,155 - 2,504m",rating-3,rating-3,503825
['Maderanertal Bike - 412 SchweizMobil'],['medium'],['Mountainbike'],26.57km,03:30h,900hm,"522 - 1,350m",rating-4,rating-4,130024
['Tell-Trail Etappe 8: Lungern - Brienzer Rothorn - Sörenberg'],['medium'],['Hiking'],19.71km,05:30h,"1,170hm","690 - 2,328m",rating-3,rating-4,972240
['Alpenkranz 11. Etappe: Haldi - Bälmeten - Seewlisee'],['medium'],['long-distance walking trail'],11.2km,04:55h,"1,233hm","1,348 - 2,413m",rating-3,rating-4,224300
['Schongau - Horben - Schongau'],['medium'],['Hiking'],17.6km,04:39h,188hm,743 - 858m,rating-,rating-3,250447
['Schneeschuhtrail 877: Hospental'],['easy'],['Snowshoe'],3.66km,01:17h,87hm,"1,439 - 1,525m",rating-1,rating-2,165229
['Engelberg-Fürenalp Talstation'],['easy'],['Winter hiking'],4.79km,01:15h,82hm,"1,000 - 1,081m",rating-,rating-2,285674
['WanderWunder Schwyz: Rundwanderung um den grossen Mythen'],['medium'],['Hiking'],6.38km,02:11h,131hm,"1,053 - 1,571m",rating-3,rating-3,229125
['Von der Staffelegg zur Salhöhe'],['easy'],['Hiking'],8.21km,03:00h,409hm,611 - 865m,rating-2,rating-2,167801
['Rundweg um einen der grössten Golfplätze Europas'],['easy'],['Hiking'],5.86km,01:41h,121hm,"1,429 - 1,541m",rating-2,rating-1,72195
['Der Häuserweg'],['easy'],['Thematic route'],4.43km,00:45h,17hm,322 - 351m,rating-1,rating-2,117046
['Alpchäs-Weg mit Chäs(S)pass'],['difficult'],['Thematic route'],9.4km,02:58h,344hm,"1,293 - 1,551m",rating-,rating-5,158669
['Bike-Tour 412: Maderanertal'],['medium'],['Mountainbike'],27.25km,04:19h,"1,122hm","522 - 1,359m",rating-3,rating-4,98966
['Römerstraße Neckar-Alb-Aare'],[],['Hiking'],498.41km,07:40h,"3,263hm",260 - 780m,rating-,rating-0,116453
['BUIRÄBÄHNLI SAFARI Etappe 3'],['medium'],['Hiking'],11.73km,04:00h,449hm,"999 - 1,952m",rating-2,rating-4,132285
['Gotthardpass: Hospental - Airolo'],[],['Hiking'],22.5km,00:20h,656hm,"1,142 - 2,091m",rating-,rating-0,260902
['Herzschlaufe Napf Etappe Entlebuch - Willisau #399'],['medium'],['Cycling'],53.44km,04:45h,"1,316hm","555 - 1,104m",rating-1,rating-4,1013210
['Rundwanderung auf dem Panoramaweg Morschach'],['medium'],['Hiking'],5.6km,01:40h,270hm,642 - 847m,rating-2,rating-3,72166
['Historische Altstädte am Hochrhein'],['difficult'],['Cycling'],69.34km,05:15h,115hm,268 - 374m,rating-2,rating-5,120808
['Schneeschuhtrail 877: Hospental'],['easy'],['Snowshoe'],3.66km,01:17h,87hm,"1,439 - 1,525m",rating-1,rating-2,165229
['Route Beinwil am See – Hallwil'],['medium'],['Hiking'],14.74km,03:45h,97hm,447 - 521m,rating-3,rating-3,63234
['Alpenkranz 15. Etappe: Hüfihütte - Düssialp - Hinterbalm'],['difficult'],['long-distance walking trail'],4.67km,02:00h,208hm,"1,814 - 2,336m",rating-5,rating-4,245406
['Biketour Maighelspass'],['difficult'],['Mountainbike'],39.19km,05:07h,"1,554hm","1,436 - 2,422m",rating-5,rating-6,98970
['Himmlische Pfade: Tal-Variante Flüeli/Ranft - Engelberg'],['difficult'],['Pilgrimage'],39.22km,11:05h,992hm,"455 - 1,017m",rating-,rating-6,156788
['Willisau-Hergiswil-Menzberg-Willisau'],['medium'],['Cycling'],39.96km,03:50h,"1,034hm","558 - 1,104m",rating-3,rating-3,931665
['Im wilden Westen von Luzern'],['medium'],['Hiking'],16.66km,05:45h,690hm,"882 - 1,926m",rating-3,rating-4,49359
['Muotathal - Rundroute Fugglen'],['easy'],['Snowshoe'],2.06km,01:00h,41hm,631 - 670m,rating-,rating-2,95923
['Wynental-Route: Von Menziken nach Aarau'],['easy'],['Cycling'],24.85km,01:37h,2hm,381 - 547m,rating-2,rating-2,301437
