ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness,region,trail_id,name,lat,lon,snow_obs_lat,snow_obs_lng,snow_obs_location,snow_obs_alt,snowlevel_in_cm,distance,snow_status
294083,Zofingen-Brittnau-Pfaffnau-Glashütten-Fulenbach-Aarburg-Walterswil-Kölliken-Uerkheim-Zofingen,0 - no rating,Cycling,57.05,04:01,542,395,581.0,0,0,aargau,294083,Zofingen-Brittnau-Pfaffnau-Glashütten-Fulenbach-Aarburg-Walterswil-Kölliken-Uerkheim-Zofingen,47.290375,7.947871000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.5,No Snow
294081,Zofingen-Brittnau-Pfaffnau-St. Urban-Glashütten-Fulenbach-Boningen-Aarburg-Zofingen,0 - no rating,Cycling,40.45,02:48,278,395,546.0,0,0,aargau,294081,Zofingen-Brittnau-Pfaffnau-St. Urban-Glashütten-Fulenbach-Boningen-Aarburg-Zofingen,47.290375,7.947844,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.5,No Snow
294087,Zofingen-Pfaffnau-Glashütten-Boningen-Oftringen-Kölliken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen,0 - no rating,Cycling,73.85,05:11,754,398,656.0,0,0,aargau,294087,Zofingen-Pfaffnau-Glashütten-Boningen-Oftringen-Kölliken-Staffelbach-Reitnau-Bottenwil-Uerkheim-Zofingen,47.290363,7.947787,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,45.5,No Snow
509375,Merängge-Cher im Kemmribodenbad,1 - easy,Hiking,6.97,02:10,330,975,1184.0,2,2,bern-region,509375,Merängge-Cher im Kemmribodenbad,46.802498,7.935082,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,13.1,No Snow
162712,Höhenweg Entlebuch Emmental - Etappe 5: Grosshorben – Schangnau,0 - no rating,Hiking,5.16,01:45,196,928,1415.0,0,0,bern-region,162712,Höhenweg Entlebuch Emmental - Etappe 5: Grosshorben – Schangnau,46.864212,7.8668960000000006,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,4.6,No Snow
49823,Emmental Literaturweg,1 - easy,Thematic route,7.66,02:30,200,656,828.0,1,2,bern-region,49823,Emmental Literaturweg,46.879372,7.6207080000000005,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,15.3,No Snow
162740,Höhenweg Entlebuch Emmental - Etappe 3: Turner - Trubschachen,0 - no rating,Hiking,6.76,01:52,3,732,1165.0,0,0,bern-region,162740,Höhenweg Entlebuch Emmental - Etappe 3: Turner - Trubschachen,46.935223,7.914489,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,8.7,No Snow
564265,Der Aare und Murg entlang zu Kirchen und Schlösser,2 - medium,Hiking,14.92,03:56,97,400,497.0,2,3,bern-region,564265,Der Aare und Murg entlang zu Kirchen und Schlösser,47.240868,7.7699679999999995,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,39.1,No Snow
573694,Wässermatten zwischen Langenthal und Roggwil,1 - easy,Hiking,5.55,01:25,32,452,491.0,1,1,bern-region,573694,Wässermatten zwischen Langenthal und Roggwil,47.21785,7.782608,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,36.5,No Snow
309530,Kambly Entdeckerpfad in Trubschachen,1 - easy,Hiking,3.65,01:05,78,725,794.0,1,2,bern-region,309530,Kambly Entdeckerpfad in Trubschachen,46.920704,7.8496,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,4.0,No Snow
275647,Geissewäg – die Wasen-Genusstour (Vorderarniwäg),2 - medium,Thematic route,12.32,03:47,458,752,1135.0,2,3,bern-region,275647,Geissewäg – die Wasen-Genusstour (Vorderarniwäg),47.043442,7.796923,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,17.1,No Snow
100449,Auf den Napf – Rigi des Emmentals,0 - no rating,Hiking,15.61,05:10,659,877,1394.0,0,0,bern-region,100449,Auf den Napf – Rigi des Emmentals,46.965897,7.907800999999999,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,10.7,No Snow
50425,An stolzen Bauernsitzen vorüber durch den südlichen Oberaargau,2 - medium,Hiking,14.41,04:00,550,585,834.0,2,3,bern-region,50425,An stolzen Bauernsitzen vorüber durch den südlichen Oberaargau,47.091503,7.791530000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,22.5,No Snow
67238,Über den Napf zu den Änzilochmannen,2 - medium,Hiking,10.71,04:00,780,989,1394.0,3,3,bern-region,67238,Über den Napf zu den Änzilochmannen,46.994488,7.9417800000000005,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,14.8,No Snow
511921,Schallenberg Rundtour,1 - easy,Hiking,3.34,00:54,144,1141,1307.0,1,1,bern-region,511921,Schallenberg Rundtour,46.824482,7.801622999999999,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,7.5,No Snow
607631,Napf im Emmental,1 - easy,Hiking,7.12,01:58,377,1041,1403.0,3,4,bern-region,607631,Napf im Emmental,46.992943,7.941476,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,14.6,No Snow
361155,Emmentaler Bauernlehrpfad Emmental,1 - easy,Thematic route,7.63,02:09,162,599,757.0,1,2,bern-region,361155,Emmentaler Bauernlehrpfad Emmental,46.997013,7.7104729999999995,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,14.5,No Snow
69538,1x Meringue und zurück,2 - medium,Cycling,65.89,08:00,937,697,1317.0,4,4,bern-region,69538,1x Meringue und zurück,46.993744,8.065164,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,21.8,No Snow
573723,Zulligenbächli-Spaziergang Oeschenbach,1 - easy,Hiking,3.03,00:41,128,653,782.0,1,1,bern-region,573723,Zulligenbächli-Spaziergang Oeschenbach,47.112312,7.752021000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,25.2,No Snow
850701,GFW 36 - Schallenberg,0 - no rating,Hiking,14.5,04:45,750,822,1403.0,0,0,bern-region,850701,GFW 36 - Schallenberg,46.852795,7.741300999999999,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,7.4,No Snow
848009,GFW 20 - Emmentaler Höger,0 - no rating,Hiking,16.56,05:15,550,728,1414.0,0,0,bern-region,848009,GFW 20 - Emmentaler Höger,46.832648999999996,7.869396000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,7.4,No Snow
463056,Tourenplanung am 19. August 2019,0 - no rating,Hiking,5.24,01:34,188,954,1131.0,0,0,bern-region,463056,Tourenplanung am 19. August 2019,46.863415,7.7369520000000005,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,7.1,No Snow
573727,Hirsrüti-Rundwanderung Rohrbach,1 - easy,Hiking,6.54,01:54,149,578,727.0,1,1,bern-region,573727,Hirsrüti-Rundwanderung Rohrbach,47.137131,7.813477000000001,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,27.4,No Snow
275645,Bänklirundgang 2 - Sumiswald,1 - easy,Thematic route,7.59,02:00,200,660,848.0,2,2,bern-region,275645,Bänklirundgang 2 - Sumiswald,47.030949,7.759475,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,16.3,No Snow
761110,Biketour Jura/Mittelland by Private Selection Hotels & Tours,1 - easy,Cycling,119.27,08:25,459,426,832.0,2,2,bern-region,761110,Biketour Jura/Mittelland by Private Selection Hotels & Tours,47.115707,7.8679179999999995,46.890466499999995,7.821042299999999,Trubschachen-Blapbach,1091,0,25.3,No Snow
294700,Skulpturenweg Dietwil,0 - no rating,Thematic route,4.69,01:16,89,436,523.0,0,0,aargau,294700,Skulpturenweg Dietwil,47.147762,8.3923,47.0856,8.4421,Kussnacht,520,0,7.9,No Snow
280171,Veloroute Knonaueramt,2 - medium,Cycling,48.19,03:35,430,380,554.0,2,4,aargau,280171,Veloroute Knonaueramt,47.276543,8.339632,47.0856,8.4421,Kussnacht,520,0,22.6,No Snow
120853,Höhenfahrten im Wynental,2 - medium,Cycling,25.36,02:15,560,496,781.0,2,3,aargau,120853,Höhenfahrten im Wynental,47.250134,8.184494,47.0856,8.4421,Kussnacht,520,0,26.8,No Snow
120909,Zwischen Geschichte und Sagen,2 - medium,Hiking,13.41,03:30,95,433,484.0,1,3,aargau,120909,Zwischen Geschichte und Sagen,47.276691,8.339441,47.0856,8.4421,Kussnacht,520,0,22.6,No Snow
280159,Freiämter Veloweg,2 - medium,Cycling,66.99,06:00,270,360,493.0,1,3,aargau,280159,Freiämter Veloweg,47.194176,8.396288,47.0856,8.4421,Kussnacht,520,0,12.6,No Snow
120827,Liebegger Infopfad,1 - easy,Thematic route,3.77,02:00,128,428,531.0,0,2,aargau,120827,Liebegger Infopfad,47.343491,8.11379,47.0856,8.4421,Kussnacht,520,0,38.0,No Snow
254338,Horben - Sulzer Kreuz - Horben,1 - easy,Hiking,6.12,01:37,77,796,858.0,0,2,aargau,254338,Horben - Sulzer Kreuz - Horben,47.220325,8.325688000000001,47.0856,8.4421,Kussnacht,520,0,17.4,No Snow
296990,St. Burkards-Pilgerweg in Beinwil/Freiamt,0 - no rating,Pilgrimage,2.13,00:34,27,551,578.0,0,0,aargau,296990,St. Burkards-Pilgerweg in Beinwil/Freiamt,47.230152000000004,8.345985,47.0856,8.4421,Kussnacht,520,0,17.6,No Snow
174253,Die Wynentaler Hügeltour,2 - medium,Mountainbike,35.65,03:00,650,458,711.0,1,3,aargau,174253,Die Wynentaler Hügeltour,47.253646999999994,8.183961,47.0856,8.4421,Kussnacht,520,0,27.1,No Snow
541521,Seengen- Schloss Hallwyl - Sarmenstorf - Bettwil - Oberschongau - Horben- Tageswanderung vom Schloss Hallwyl auf den Lindenberg zum Horben,0 - no rating,Hiking,18.98,05:04,387,448,835.0,0,0,aargau,541521,"Seengen, Schloss Hallwyl - Sarmenstorf - Bettwil - Oberschongau - Horben, Tageswanderung vom Schloss Hallwyl auf den Lindenberg zum Horben",47.323859999999996,8.196216,47.0856,8.4421,Kussnacht,520,0,32.4,No Snow
182404,Rund um den Baldeggersee,2 - medium,Mountainbike,36.22,03:24,447,449,809.0,1,3,aargau,182404,Rund um den Baldeggersee,47.251694,8.204945,47.0856,8.4421,Kussnacht,520,0,25.8,No Snow
120814,Habsburger Weg 1. Etappe: Seengen - Wildegg,2 - medium,Hiking,15.55,04:02,176,354,487.0,1,3,aargau,120814,Habsburger Weg 1. Etappe: Seengen - Wildegg,47.323277000000004,8.194523,47.0856,8.4421,Kussnacht,520,0,32.4,No Snow
427191,Leimbach AG- CH Hombergtour,1 - easy,Mountainbike,11.03,01:05,281,510,784.0,1,2,aargau,427191,"Leimbach AG, CH Hombergtour",47.276859,8.163441,47.0856,8.4421,Kussnacht,520,0,30.0,No Snow
735245,Leutwil- Aargau,1 - easy,Hiking,8.0,02:34,84,700,771.0,2,2,aargau,735245,"Leutwil, Aargau",47.301453,8.163306,47.0856,8.4421,Kussnacht,520,0,32.0,No Snow
280935,Der Weg der Heiligen Bernarda in Auw,1 - easy,Thematic route,1.56,01:00,15,479,497.0,0,1,aargau,280935,Der Weg der Heiligen Bernarda in Auw,47.210033,8.367327000000001,47.0856,8.4421,Kussnacht,520,0,15.0,No Snow
580172,Rundwanderung im Seetal Beinwil am See- Aargau,1 - easy,Hiking,9.73,02:10,232,515,690.0,1,3,aargau,580172,"Rundwanderung im Seetal Beinwil am See, Aargau",47.266479,8.202376,47.0856,8.4421,Kussnacht,520,0,27.1,No Snow
533192,Feld-- Wald- und Wiesentour,1 - easy,Hiking,18.32,04:13,496,593,782.0,3,3,aargau,533192,"Feld-, Wald- und Wiesentour",47.223602,8.149536999999999,47.0856,8.4421,Kussnacht,520,0,27.0,No Snow
48850,Zum Hinterburgseeli- dem Naturwunder auf der Axalp,2 - medium,Hiking,10.69,03:45,624,1521,1878.0,3,3,bern-region,48850,"Zum Hinterburgseeli, dem Naturwunder auf der Axalp",46.718933,8.037732,46.7251614,8.1909081,Meiringen,595,0,11.7,No local data
850700,GFW 48 - Botchenalp,0 - no rating,Hiking,10.17,04:00,720,992,1551.0,0,0,bern-region,850700,GFW 48 - Botchenalp,46.730732,8.025953,46.7251614,8.1909081,Meiringen,595,0,12.6,No Snow
616543,Von Axalp via Faulhorn nach Burglauenen,3 - difficult,Hiking,18.5,06:30,1350,895,2681.0,4,4,bern-region,616543,Von Axalp via Faulhorn nach Burglauenen,46.718887,8.037767,46.7251614,8.1909081,Meiringen,595,0,11.7,No local data
529960,Vom Brienzer Rothorn bis Interlaken,3 - difficult,Hiking,21.78,07:54,1084,1288,2273.0,6,5,bern-region,529960,Vom Brienzer Rothorn bis Interlaken,46.787476,8.039598,46.7251614,8.1909081,Meiringen,595,0,13.5,No local data
586307,WEN-WEX - Giessbach - Giessbachwasserfäll - Iseltwald,2 - medium,Hiking,9.07,03:13,511,565,1075.0,0,4,bern-region,586307,WEN-WEX - Giessbach - Giessbachwasserfäll - Iseltwald,46.734631,8.019260000000001,46.7251614,8.1909081,Meiringen,595,0,13.2,No Snow
473731,Brienzer Rothorn,2 - medium,Hiking,11.31,03:08,29,585,2243.0,2,2,bern-region,473731,Brienzer Rothorn,46.786243,8.045250999999999,46.7251614,8.1909081,Meiringen,595,0,13.0,No local data
614058,Klusi - Wasserfall - Gaggi Säge,2 - medium,Hiking,4.33,01:45,227,1132,1392.0,1,3,bern-region,614058,Klusi - Wasserfall - Gaggi Säge,46.631283,8.053699,46.7251614,8.1909081,Meiringen,595,0,14.8,No Snow
709461,Axalp - Tschingel- Axalphorn- Axalp,2 - medium,Hiking,13.93,05:09,866,1462,2285.0,3,5,bern-region,709461,Axalp - Tschingel- Axalphorn- Axalp,46.723881,8.036997999999999,46.7251614,8.1909081,Meiringen,595,0,11.8,No local data
488618,Grindelwald-Berghütte Bäreck,2 - medium,Hiking,13.33,03:40,909,998,1775.0,3,4,bern-region,488618,Grindelwald-Berghütte Bäreck,46.623436,8.046508,46.7251614,8.1909081,Meiringen,595,0,15.8,No local data
472347,Murmeltierweg First - Grosse Scheidegg,1 - easy,Hiking,7.16,02:10,238,1968,2247.0,2,2,bern-region,472347,Murmeltierweg First - Grosse Scheidegg,46.661659,8.054002,46.7251614,8.1909081,Meiringen,595,0,12.6,No local data
734920,Gr.First-Hagelsee-Faulhorn-Bussalp- Zwitserland,2 - medium,Hiking,12.6,03:31,607,1796,2677.0,4,4,bern-region,734920,"Gr.First-Hagelsee-Faulhorn-Bussalp, Zwitserland",46.660336,8.053858,46.7251614,8.1909081,Meiringen,595,0,12.7,No local data
887916,190822 Brienzer Rothorn  1-2  km  + 125 m  -120 m,1 - easy,Hiking,2.5,-,158,2245,2325.0,1,1,bern-region,887916,"190822 Brienzer Rothorn  1,2  km  + 125 m  -120 m",46.787116999999995,8.044186999999999,46.7251614,8.1909081,Meiringen,595,0,13.2,No local data
51212,Zu eiszeitlichen Riesen und zur Wohnstätte steinzeitlicher Menschen,1 - easy,Hiking,10.5,02:40,254,459,564.0,2,2,bern-region,51212,Zu eiszeitlichen Riesen und zur Wohnstätte steinzeitlicher Menschen,47.187939,7.701375,46.998256299999994,7.451339900000001,Zollikofen,553,0,28.4,No Snow
733527,Einzigartig: der neue Gäggersteg,1 - easy,Hiking,13.36,04:00,510,1531,1720.0,2,2,bern-region,733527,Einzigartig: der neue Gäggersteg,46.733340999999996,7.452744999999999,46.998256299999994,7.451339900000001,Zollikofen,553,0,29.5,No local data
65384,Rund um Rüschegg,2 - medium,Hiking,13.32,03:45,490,715,941.0,2,3,bern-region,65384,Rund um Rüschegg,46.808234999999996,7.408639,46.998256299999994,7.451339900000001,Zollikofen,553,0,21.4,No Snow
51190,Über Juraweiden hart an der Sprachgrenze,1 - easy,Hiking,11.35,03:30,552,708,1118.0,2,2,bern-region,51190,Über Juraweiden hart an der Sprachgrenze,47.188202000000004,7.286867,46.998256299999994,7.451339900000001,Zollikofen,553,0,24.5,No Snow
891220,GFW 15 - Rund ume Frienisberger,0 - no rating,Hiking,14.65,04:20,300,567,818.0,0,0,bern-region,891220,GFW 15 - Rund ume Frienisberger,47.026432,7.338569000000001,46.998256299999994,7.451339900000001,Zollikofen,553,0,9.1,No Snow
276223,Rund um den Moossee,1 - easy,Hiking,6.47,01:40,90,521,571.0,2,2,bern-region,276223,Rund um den Moossee,47.015781,7.483925,46.998256299999994,7.451339900000001,Zollikofen,553,0,3.2,No Snow
51189,Auf Spurensuche am Jäissberg,1 - easy,Hiking,10.58,03:20,345,426,603.0,2,2,bern-region,51189,Auf Spurensuche am Jäissberg,47.111571999999995,7.300894,46.998256299999994,7.451339900000001,Zollikofen,553,0,17.0,No Snow
114220,Zum Aussichtsturm auf dem Moron,0 - no rating,Hiking,10.37,03:20,605,717,1321.0,0,0,bern-region,114220,Zum Aussichtsturm auf dem Moron,47.23888,7.253844,46.998256299999994,7.451339900000001,Zollikofen,553,0,30.7,No Snow
51391,Naturlandschaft vor den Toren der Stadt,1 - easy,Hiking,5.44,01:40,260,524,754.0,1,2,bern-region,51391,Naturlandschaft vor den Toren der Stadt,47.280784999999995,7.381049000000001,46.998256299999994,7.451339900000001,Zollikofen,553,0,31.9,No Snow
277472,Basler Weg: Fraubrunnen - Bern (Variante A),2 - medium,Pilgrimage,24.48,06:14,160,489,570.0,0,3,bern-region,277472,Basler Weg: Fraubrunnen - Bern (Variante A),47.085331,7.526547,46.998256299999994,7.451339900000001,Zollikofen,553,0,11.2,No Snow
114210,Über sieben Brücken im Kiesen- und Aaretal,0 - no rating,Hiking,9.31,02:10,57,537,588.0,0,0,bern-region,114210,Über sieben Brücken im Kiesen- und Aaretal,46.819523,7.575753999999999,46.998256299999994,7.451339900000001,Zollikofen,553,0,22.0,No Snow
83742,Mont Sujet,2 - medium,Mountainbike,38.43,05:49,1188,434,1383.0,3,4,bern-region,83742,Mont Sujet,47.129326,7.237767999999999,46.998256299999994,7.451339900000001,Zollikofen,553,0,21.8,No Snow
616521,Von Gurnigel Wasserscheide via Klettersteig Gantrisch nach Oberstocken,3 - difficult,Via ferrata,17.0,05:30,1000,707,2174.0,5,4,bern-region,616521,Von Gurnigel Wasserscheide via Klettersteig Gantrisch nach Oberstocken,46.726196,7.441458,46.998256299999994,7.451339900000001,Zollikofen,553,0,30.3,No local data
51169,Durch Berns Kornkammer,2 - medium,Hiking,16.44,04:00,344,495,609.0,1,3,bern-region,51169,Durch Berns Kornkammer,47.086246,7.523001,46.998256299999994,7.451339900000001,Zollikofen,553,0,11.2,No Snow
156903,"JW für Radfahrer ""Luzernerweg"": Burgdorf - Tromwil (Rüeggisberg)",3 - difficult,Cycling,46.62,04:15,1233,508,937.0,5,4,bern-region,156903,"JW für Radfahrer ""Luzernerweg"": Burgdorf - Tromwil (Rüeggisberg)",47.055904,7.627294999999999,46.998256299999994,7.451339900000001,Zollikofen,553,0,14.8,No Snow
185709,Solothurn - Biel/Bienne,1 - easy,Long distance cycling,30.59,01:13,16,427,434.0,1,1,bern-region,185709,Solothurn - Biel/Bienne,47.122585,7.234514999999999,46.998256299999994,7.451339900000001,Zollikofen,553,0,21.5,No Snow
584818,Schwarzenburg - Riffenmatt,2 - medium,Hiking,9.36,02:42,567,789,1287.0,3,3,bern-region,584818,Schwarzenburg - Riffenmatt,46.818745,7.341898,46.998256299999994,7.451339900000001,Zollikofen,553,0,21.6,No Snow
887156,Tour de France 2016 Teiletappe Bern-Gstaad,3 - difficult,Racing,88.65,04:50,1024,503,1280.0,6,6,bern-region,887156,Tour de France 2016 Teiletappe Bern-Gstaad,46.961369,7.465421000000001,46.998256299999994,7.451339900000001,Zollikofen,553,0,4.2,No Snow
619582,Single Trail ab Herzogenbuchsee,2 - medium,Mountainbike,24.45,02:28,304,449,606.0,4,4,bern-region,619582,Single Trail ab Herzogenbuchsee,47.189941,7.701975999999999,46.998256299999994,7.451339900000001,Zollikofen,553,0,28.6,No Snow
50936,Chemin des traces de dinosaures - La Heutte,1 - easy,Thematic route,3.6,01:10,170,604,749.0,2,2,bern-region,50936,Chemin des traces de dinosaures - La Heutte,47.189526,7.225523,46.998256299999994,7.451339900000001,Zollikofen,553,0,27.3,No Snow
416492,Auf dem Gantrisch-Rundweg,1 - easy,Hiking,9.15,03:00,582,1528,2051.0,3,3,bern-region,416492,Auf dem Gantrisch-Rundweg,46.726223,7.4412270000000005,46.998256299999994,7.451339900000001,Zollikofen,553,0,30.3,No local data
488514,Schwarzkopf - Krauchtal - Bantigen,2 - medium,Mountainbike,20.16,01:39,572,578,857.0,3,3,bern-region,488514,Schwarzkopf - Krauchtal - Bantigen,46.977142,7.489935000000001,46.998256299999994,7.451339900000001,Zollikofen,553,0,3.8,No Snow
108499,Naturerlebnispfad Grasburg - Schwarzenburg,1 - easy,Thematic route,2.72,01:30,75,715,787.0,1,1,bern-region,108499,Naturerlebnispfad Grasburg - Schwarzenburg,46.825565000000005,7.3375449999999995,46.998256299999994,7.451339900000001,Zollikofen,553,0,21.1,No Snow
130615,Grenchenberg-Rundtour,1 - easy,Hiking,8.11,02:30,276,1220,1374.0,1,2,jura-drei-seen-land,130615,Grenchenberg-Rundtour,47.221703000000005,7.380942,46.998256299999994,7.451339900000001,Zollikofen,553,0,25.4,No Snow
471939,Witi-Tour Solothurn,1 - easy,Cycling,28.02,01:00,71,425,492.0,1,1,jura-drei-seen-land,471939,Witi-Tour Solothurn,47.207371,7.542077000000001,46.998256299999994,7.451339900000001,Zollikofen,553,0,24.2,No Snow
979131,SNOOC - Schlittelweg Weissenstein-Süd,1 - easy,Sledge,4.92,00:14,0,654,1280.0,2,2,jura-drei-seen-land,979131,SNOOC - Schlittelweg Weissenstein-Süd,47.251877,7.508464,46.998256299999994,7.451339900000001,Zollikofen,553,0,28.5,No Snow
130670,Quer durchs Wasseramt,2 - medium,Hiking,16.12,04:00,137,431,508.0,1,3,jura-drei-seen-land,130670,Quer durchs Wasseramt,47.204342,7.54303,46.998256299999994,7.451339900000001,Zollikofen,553,0,23.9,No Snow
130613,Oberdorf-Grenchen-Waldrandweg,1 - easy,Hiking,12.09,03:15,113,440,717.0,1,2,jura-drei-seen-land,130613,Oberdorf-Grenchen-Waldrandweg,47.235855,7.493469,46.998256299999994,7.451339900000001,Zollikofen,553,0,26.6,No Snow
162744,Die Jurahöhe des Montoz erleben,2 - medium,Hiking,19.99,05:40,400,643,1303.0,3,4,jura-drei-seen-land,162744,Die Jurahöhe des Montoz erleben,47.221104,7.381188000000001,46.998256299999994,7.451339900000001,Zollikofen,553,0,25.3,No Snow
471936,Buechibärg Rundfahrt,2 - medium,Cycling,49.77,03:30,219,426,609.0,1,4,jura-drei-seen-land,471936,Buechibärg Rundfahrt,47.208408,7.549297,46.998256299999994,7.451339900000001,Zollikofen,553,0,24.5,No Snow
129394,Vom Untergrenchenberg zum Weissenstein,2 - medium,Hiking,12.06,04:00,471,1178,1443.0,2,4,jura-drei-seen-land,129394,Vom Untergrenchenberg zum Weissenstein,47.221752,7.380942,46.998256299999994,7.451339900000001,Zollikofen,553,0,25.4,No Snow
174625,Von Oberdorf via Hinterweissenstein zur Mittelstation Nesselboden,2 - medium,Hiking,5.58,02:30,587,654,1240.0,2,3,jura-drei-seen-land,174625,Von Oberdorf via Hinterweissenstein zur Mittelstation Nesselboden,47.235828000000005,7.493478,46.998256299999994,7.451339900000001,Zollikofen,553,0,26.6,No Snow
174277,Vom Weissenstein barrierfrei zum Hinterweissenstein,1 - easy,Hiking,4.44,01:15,61,1225,1283.0,1,1,jura-drei-seen-land,174277,Vom Weissenstein barrierfrei zum Hinterweissenstein,47.25185,7.5084610000000005,46.998256299999994,7.451339900000001,Zollikofen,553,0,28.5,No Snow
1040661,Von Basel zum Mont Blanc Etappe 7: Obergrenchenberg – Sonceboz,3 - difficult,Hiking,22.62,06:15,244,643,1358.0,1,5,jura-drei-seen-land,1040661,Von Basel zum Mont Blanc Etappe 7: Obergrenchenberg – Sonceboz,47.232578000000004,7.397311999999999,46.998256299999994,7.451339900000001,Zollikofen,553,0,26.4,No Snow
162691,Der Klassiker unter den Jurawanderungen,2 - medium,Hiking,11.44,03:50,560,1178,1443.0,3,2,jura-drei-seen-land,162691,Der Klassiker unter den Jurawanderungen,47.221699,7.380951,46.998256299999994,7.451339900000001,Zollikofen,553,0,25.4,No Snow
870922,Gehrihorn,1 - easy,Hiking,6.65,03:20,1357,771,2129.0,1,0,bern-region,870922,Gehrihorn,46.588749,7.6510419999999995,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,15.2,Snow
99640,Rund ums Wiriehore,2 - medium,Hiking,9.2,03:30,622,1410,2032.0,4,3,bern-region,99640,Rund ums Wiriehore,46.59985,7.535519,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,14.2,Snow
316229,Gipfelwanderung zum Rauflihorn,2 - medium,Hiking,15.33,06:00,1101,1222,2323.0,3,3,bern-region,316229,Gipfelwanderung zum Rauflihorn,46.565909999999995,7.479245,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,11.6,Snow
700232,Rundtour über den Rüwlispass - Hornberg ins Saanenland und retour,2 - medium,Cycling,31.82,03:25,950,934,1836.0,2,4,bern-region,700232,Rundtour über den Rüwlispass - Hornberg ins Saanenland und retour,46.505466,7.400689999999999,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,11.8,Snow
717203,Boltigen - Feuersteini - Rossberg - Pfaffenried - Boltigen,1 - easy,Cycling,15.91,01:25,405,797,1136.0,1,2,bern-region,717203,Boltigen - Feuersteini - Rossberg - Pfaffenried - Boltigen,46.627483000000005,7.3898839999999995,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,21.0,Snow
114250,Höhenwanderung über den Metschstand im Simmental,2 - medium,Hiking,8.83,03:15,484,1651,2091.0,3,3,bern-region,114250,Höhenwanderung über den Metschstand im Simmental,46.4533,7.470244,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,6.2,Snow
306681,Rundwanderung auf der Elsigenalp,1 - easy,Hiking,4.06,01:15,142,1792,1934.0,1,2,bern-region,306681,Rundwanderung auf der Elsigenalp,46.522083,7.622509,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,8.0,Snow
49274,Aus dem Diemtigtal zum Seebergsee,2 - medium,Hiking,18.63,06:30,1023,1081,1929.0,3,4,bern-region,49274,Aus dem Diemtigtal zum Seebergsee,46.5984,7.502483,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,14.4,Snow
812686,Unterer Wasserfallrundwanderweg,1 - easy,Hiking,1.92,00:35,73,1397,1509.0,2,2,bern-region,812686,Unterer Wasserfallrundwanderweg,46.459003,7.566383999999999,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,2.1,Snow
812684,Engstligenalp – Dossenseeli – Engstligenalp (Seeli-Weg),2 - medium,Hiking,8.18,02:50,483,1937,2343.0,4,4,bern-region,812684,Engstligenalp – Dossenseeli – Engstligenalp (Seeli-Weg),46.449065999999995,7.5653440000000005,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,3.0,Snow
48808,Bergsee-Paradies am Stockhorn,2 - medium,Hiking,6.17,02:20,430,1596,1798.0,3,3,bern-region,48808,Bergsee-Paradies am Stockhorn,46.683945,7.5422210000000005,46.4724722,7.5463989,Chuenisbaergli-Schneehoehe,0,3,23.5,Snow
